Он,Аймаг, Байршил,Сар,Амьтны төрөл,Гаралт,Өвчилсөн,Үхсэн
2010,Дундговь,Баянжаргалан,3сар,үхэр,1,1,
2010,Дундговь,Дэлгэрхангай,3сар,ямаа,1,1,1
2010,Дундговь,Дэлгэрхангай,3сар,үнэг,,1,
2010,Дундговь,Луус,3сар,хонь,1,1,1
2010,Дундговь,Луус,3сар,ямаа,1,1,1
2010,Дундговь,Цагаандэлгэр,3сар,үнэг,1,2,1
2010,Дундговь,Говь-Угтаал,5сар,тэмээ,1,1,1
2010,Дундговь,Говь-Угтаал,5сар,үнэг,,1,1
2010,Дундговь,Өлзийт,5сар,тэмээ,1,1,1
2010,Дундговь,Өлзийт,5сар,хонь,4,6,4
2010,Дундговь,Өлзийт,5сар,нохой,1,1,
2010,Дундговь,Сайнцагаан,5сар,хонь,1,1,1
2010,Дундговь,Сайнцагаан,5сар,ямаа,2,2,2
2010,Дундговь,Дэлгэрхангай,9сар,тэмээ,1,1,
2010,Дундговь,Өлзийт,11сар,үнэг,2,2,2
2010,Говь-Алтай,Халиун,2сар,ямаа,1,1,
2010,Говь-Алтай,Цогт,3сар,тэмээ,1,1,1
2010,Говь-Алтай,Цогт,6сар,үнэг,1,1,
2010,Говь-Алтай,Баян-Уул,8сар,үхэр,1,1,1
2010,Говь-Алтай,Цогт,9сар,Чоно,1,1,1
2010,Говь-Алтай,Бигэр,9сар,үхэр,1,1,1
2010,Говь-Алтай,Бигэр,10сар,тэмээ,1,1,1
2010,Говь-Алтай,Цогт,11сар,Чоно,1,1,1
2010,Хэнтий,Дэлгэрхаан,3сар,үхэр,1,1,
2010,Хэнтий,Дэлгэрхаан,3сар,Чоно,1,1,
2010,Хэнтий,Дэлгэрхаан,3сар,үнэг,1,1,1
2010,Хэнтий,Дэлгэрхаан,5сар,нохой,1,1,1
2010,Хэнтий,Дэлгэрхаан,5сар,Чоно,1,1,1
2010,Хэнтий,Жаргалтхаан,5сар,үхэр,2,2,2
2010,Хэнтий,Цэнхэрмандал,5сар,Чоно,1,1,1
2010,Хэнтий,Өмнөдэлгэр,5сар,Чоно,1,1,1
2010,Хэнтий,Дархан,7сар,,1,1,1
2010,Хэнтий,Дэлгэрхаан,7сар,адуу,1,1,1
2010,Хөвсгөл,Их-уул,1сар,үхэр,2,3,3
2010,Хөвсгөл,Их-уул,2сар,үнэг,1,1,1
2010,Хөвсгөл,Тосонцэнгэл,2сар,үхэр,1,1,1
2010,Хөвсгөл,Галт,3сар,үнэг,1,1,1
2010,Хөвсгөл,Их-уул,3сар,үнэг,1,1,1
2010,Хөвсгөл,Тосонцэнгэл,3сар,үхэр,1,1,1
2010,Хөвсгөл,Галт,5сар,үнэг,1,1,1
2010,Хөвсгөл,Жаргалант,5сар,үнэг,2,2,2
2010,Хөвсгөл,Их-уул,5сар,үхэр,1,1,1
2010,Өмнөговь,Мандал-Овоо,1сар,тэмээ,1,2,2
2010,Өмнөговь,Мандал-Овоо,2сар,тэмээ,1,2,2
2010,Өмнөговь,Манлай,2сар,тэмээ,1,5,5
2010,Өмнөговь,Манлай,2сар,ямаа,,1,1
2010,Өмнөговь,Мандал-Овоо,3сар,тэмээ,1,4,4
2010,Өмнөговь,Цогт-Овоо,3сар,тэмээ,1,4,4
2010,Өмнөговь,Баяндалай,7сар,нохой,1,1,1
2010,Өмнөговь,Баян-Овоо,8сар,Чоно,1,1,1
2010,Орхон,Баян-Өндөр,1сар,хонь,2,20,12
2010,Орхон,Баян-Өндөр,1сар,ямаа,,4,2
2010,Орхон,Баян-Өндөр,1сар,нохой,,2,
2010,Орхон,Жаргалант,5сар,үнэг,1,1,
2010,Орхон,Баян-Өндөр,8сар,адуу,1,1,1
2010,Өвөрхангай,Тарагт ,2сар,үнэг,1,1,1
2010,Өвөрхангай,Хайрхандулаан,2сар,ямаа,1,2,2
2010,Өвөрхангай,Хужирт,2сар,нохой,1,1,1
2010,Өвөрхангай,Баруунбаян-Улаан,3сар,үхэр,1,1,1
2010,Өвөрхангай,Баянгол,3сар,тэмээ,1,1,1
2010,Өвөрхангай,Баянгол,3сар,үнэг,1,1,1
2010,Өвөрхангай,Баян-Өндөр,3сар,ямаа,1,1,1
2010,Өвөрхангай,Уянга,3сар,нохой,1,1,1
2010,Өвөрхангай,Хайрхандулаан,3сар,үхэр,1,1,1
2010,Өвөрхангай,Хужирт,3сар,нохой,1,1,1
2010,Өвөрхангай,Хужирт,3сар,нохой,1,1,1
2010,Өвөрхангай, Уянга,5сар,,1,1,1
2010,Өвөрхангай,Уянга,5сар,Чоно,1,1,1
2010,Өвөрхангай,Хужирт,5сар,нохой,1,1,1
2010,Сэлэнгэ,Орхонтуул,3сар,үхэр,1,1,1
2010,Сэлэнгэ,Сайхан,7сар,үхэр,1,1,1
2010,Сэлэнгэ,Орхон,11сар,үхэр,1,1,1
2010,Төв,Баянхангай,1сар,үхэр,1,1,1
2010,Төв,Баяндэлгэр,3сар,Чоно,1,1,1
2010,Төв,Заамар,3сар,үхэр,1,3,3
2010,Төв,Өндөрширээт,3сар,хонь,1,1,1
2010,Төв,Баянхангай,3сар,хонь,1,4,4
2010,Төв,Баяндэлгэр,5сар,адуу,1,1,1
2010,Төв,Угтаал,5сар,нохой,1,1,1
2010,Увс,Зүүнхангай,3сар,үхэр,2,9,9
2010,Увс,Тэс,3сар,үхэр,1,1,1
2010,Завхан,Алдархаан,2сар,Чоно,1,1,
2010,Завхан,Цагаанхайрхан,2сар,нохой,1,1,
2010,Завхан,Цагаанхайрхан,2сар,үнэг,1,1,
2010,Завхан,Сантмаргац,3сар,Чоно,1,1,
2010,Завхан,Тосонцэнгэл,5сар,үхэр,1,1,1
2010,Завхан,Тосонцэнгэл,5сар,Чоно,1,1,1
2011,Архангай,Жаргалант,5сар,үхэр,1,1,1
2011,Архангай,Цэнхэр,6сар,адуу,1,1,1
2011,Архангай,Цэнхэр,6сар,үхэр,1,1,1
2011,Баянхонгор,Баянлэг,2сар,тэмээ,1,1,1
2011,Баянхонгор,Баянцагаан,4сар,ямаа,1,1,
2011,Баянхонгор,Баацагаан,4сар,тэмээ,1,1,
2011,Булган,Хишиг-Өндөр,2сар,адуу,1,1,
2011,Булган,Хишиг-Өндөр,2сар,үхэр,1,1,
2011,Булган,Сэлэнгэ,3сар,,1,1,
2011,Булган,Сэлэнгэ,3сар,Чоно,1,1,
2011,Булган,Тэшиг,4сар,үхэр,1,1,1
2011,Булган,Хутаг-Өндөр,4сар,үхэр,1,4,1
2011,Булган,Сэлэнгэ,5сар,нохой,1,1,
2011,Булган,Гурванбулаг,6сар,нохой,1,1,
2011,Булган,Орхон,6сар,үхэр,1,1,1
2011,Дорноговь,Сайхандулаан,3сар,үхэр,1,1,1
2011,Дорноговь,Хөвсгөл,3сар,тэмээ,1,1,1
2011,Дорноговь,Хөвсгөл,3сар,ямаа,1,1,1
2011,Дорноговь,Сайншанд,3сар,үхэр,1,2,2
2011,Дорноговь,Улаанбадрах,6сар,тэмээ,3,3,3
2011,Дундговь,Дэлгэрхангай,3сар,тэмээ,1,1,1
2011,Дундговь,Өлзийт,11сар,тэмээ,1,1,
2011,Говь-Алтай,Баян-Уул,3сар,үхэр,1,1,
2011,Говь-Алтай,Төгрөг,4сар,нохой,1,1,
2011,Говь-Алтай,Шарга,4сар,ямаа,1,3,1
2011,Говь-Алтай,Бугат,11сар,Чоно,1,1,
2011,Говь-Алтай,Тонхил,11сар,үхэр,1,1,1
2011,Хэнтий,Жаргалтхаан,1сар,үхэр,1,1,1
2011,Хэнтий,Мөрөн,3сар,нохой,1,2,
2011,Хэнтий,Хэрлэн,3сар,нохой,1,1,
2011,Ховд,Буянт,5сар,нохой,1,1,
2011,Ховд,Үенч,5сар,адуу,1,1,
2011,Ховд,Мөнххайрхан,5сар,Чоно,1,1,
2011,Хөвсгөл,Тосонцэнгэл,2сар,үхэр,3,4,
2011,Хөвсгөл,Тосонцэнгэл,3сар,үхэр,3,5,2
2011,Хөвсгөл,Алаг-Эрдэнэ,4сар,Чоно,1,1,
2011,Хөвсгөл,Их-уул,4сар,үнэг,1,1,
2011,Хөвсгөл,Түнэл,4сар,,1,1,
2011,Хөвсгөл,Шинэ-Идэр,4сар,үнэг,1,1,
2011,Хөвсгөл,Цагаан-Уул,4сар,үнэг,1,1,1
2011,Хөвсгөл,Цагаан-Уул,5сар,тэмээ,1,1,1
2011,Хөвсгөл,Бүрэнтогтох,6сар,нохой,1,1,1
2011,Хөвсгөл,Шинэ-Идэр,6сар,үнэг,1,1,1
2011,Хөвсгөл,Цагаан-Уул,6сар,тэмээ,1,1,1
2011,Өмнөговь,Ханбогд,10сар,нохой,1,1,
2011,Өвөрхангай,Баруунбаян-Улаан,3сар,тэмээ,1,1,1
2011,Өвөрхангай,Баруунбаян-Улаан,3сар,үнэг,1,1,1
2011,Өвөрхангай,Богд,3сар,Чоно,1,1,1
2011,Өвөрхангай,Хайрхандулаан,3сар,адуу,1,1,1
2011,Өвөрхангай,Хайрхандулаан,3сар,Чоно,1,1,1
2011,Өвөрхангай,Уянга,4сар,Чоно,1,1,1
2011,Өвөрхангай,Богд,6сар,нохой,1,1,1
2011,Сэлэнгэ,Сант,3сар,Чоно,1,1,
2011,Улаанбаатар,Сонгинохайрхан,2сар,адуу,1,1,1
2011,Улаанбаатар,Хан-уул,5сар,үхэр,1,1,1
2011,Увс,Зүүнговь,1сар,тэмээ,1,1,1
2011,Увс,Тэс,3сар,үхэр,1,1,1
2011,Завхан,Цэцэн-Уул,1сар,нохой,1,1,
2011,Завхан,Цэцэн-Уул,1сар,Чоно,1,1,
2011,Завхан,Алдархаан,3сар,үхэр,1,1,
2011,Завхан,Цагаанхайрхан,3сар,үнэг,1,2,
2011,Завхан,Цагаанхайрхан,3сар,үнэг,1,1,
2011,Завхан,Цэцэн-Уул,3сар,үнэг,1,1,
2011,Завхан,Баянхайрхан,4сар,үнэг,1,1,
2011,Завхан,Цагаанхайрхан,4сар,үнэг,1,1,
2011,Завхан,Алдархаан,5сар,Чоно,1,1,
2011,Завхан,Тосонцэнгэл,5сар,хонь,1,1,1
2012,Баян-Өлгий,Дэлүүн,10сар,адуу,1,1,1
2012,Баян-Өлгий,Дэлүүн,10сар,үхэр,1,1,1
2012,Баянхонгор,Баян-Овоо,6сар,нохой,1,1,
2012,Булган,Бүрэгхангай,4сар,үхэр,1,1,1
2012,Булган,Хишиг-Өндөр,4сар,Чоно,1,1,
2012,Булган,Баяннуур,6сар,үхэр,1,4,3
2012,Дорноговь,Даланжаргалан,3сар,үхэр,1,2,
2012,Дорноговь,Алтанширээ,7сар,үхэр,1,1,
2012,Дундговь,Өлзийт,3сар,үнэг,1,1,1
2012,Говь-Алтай,Хөхморьт,1сар,үхэр,1,1,
2012,Говь-Алтай,Шарга,1сар,тэмээ,1,1,1
2012,Говь-Алтай,Бугат,2сар,тэмээ,1,1,1
2012,Говь-Алтай,Бугат,2сар,адуу,1,1,
2012,Говь-Алтай,Жаргалант,2сар,үхэр,1,1,
2012,Говь-Алтай,Тонхил,2сар,Чоно,1,1,
2012,Говь-Алтай,Тонхил,2сар,Чоно,1,1,
2012,Говь-Алтай,Төгрөг,2сар,ямаа,1,1,1
2012,Говь-Алтай,Хөхморьт,2сар,ямаа,1,1,1
2012,Говь-Алтай,Цээл,2сар,нохой,1,1,
2012,Говь-Алтай,Бугат,3сар,нохой,1,1,
2012,Говь-Алтай,Жаргалант,3сар,хонь,1,1,1
2012,Говь-Алтай,Тонхил,3сар,адуу,1,1,
2012,Говь-Алтай,Тонхил,3сар,Чоно,2,2,2
2012,Говь-Алтай,Хөхморьт,3сар,тэмээ,1,1,1
2012,Говь-Алтай,Шарга,4сар,тэмээ,1,1,
2012,Говь-Алтай,Есөнбулаг,6сар,нохой,1,1,
2012,Говь-Алтай,Баян-Уул,9сар,мануул,1,1,1
2012,Говь-Алтай,Бугат,11сар,Чоно,1,1,
2012,Говь-Алтай,Дарви,11сар,нохой,1,1,
2012,Говь-Алтай,Тонхил,11сар,нохой,1,1,
2012,Говь-Алтай,Шарга,11сар,үхэр,1,1,1
2012,Говь-Алтай,Шарга,11сар,үнэг,1,1,
2012,Хэнтий,Жаргалтхаан,1сар,үхэр,1,2,2
2012,Хэнтий,Жаргалтхаан,1сар,нохой,,1,
2012,Хэнтий,Жаргалтхаан,1сар,үнэг,,2,2
2012,Хэнтий,Жаргалтхаан,2сар,үнэг,2,2,2
2012,Хэнтий,Батноров,4сар,үхэр,1,1,1
2012,Хэнтий,Батноров,4сар,үнэг,2,2,
2012,Хэнтий,Батноров,5сар,үхэр,1,1,
2012,Хэнтий,Батноров,5сар,ямаа,1,1,
2012,Хэнтий,Батноров,5сар,үнэг,1,1,1
2012,Хэнтий,Батноров,8сар,үнэг,1,1,1
2012,Хэнтий,Батноров,8сар,үнэг,1,1,1
2012,Хэнтий,Батноров,9сар,үнэг,1,1,1
2012,Хэнтий,Галшар,9сар,үхэр,1,2,
2012,Хэнтий,Галшар,10сар,үнэг,1,1,1
2012,Хэнтий,Батноров,11сар,үнэг,3,3,3
2012,Хэнтий,Галшар,11сар,үхэр,1,1,1
2012,Ховд,Чандмань,1сар,үхэр,5,5,5
2012,Ховд,Чандмань,1сар,ямаа,1,1,1
2012,Ховд,Алтай,2сар,тэмээ,2,2,1
2012,Ховд,Алтай,2сар,үхэр,1,1,1
2012,Ховд,Алтай,2сар,хонь,1,1,1
2012,Ховд,Үенч,2сар,адуу,1,3,
2012,Ховд,Үенч,2сар,Чоно,1,1,1
2012,Ховд,Чандмань,2сар,үхэр,1,1,1
2012,Ховд,Алтай,4сар,үхэр,1,2,
2012,Ховд,Зэрэг,4сар,тэмээ,1,1,1
2012,Ховд,Мянгад,4сар,үхэр,3,3,3
2012,Ховд,Мянгад,4сар,үхэр,1,1,1
2012,Ховд,Үенч,4сар,тэмээ,1,1,1
2012,Ховд,Мянгад,7сар,адуу,1,1,1
2012,Ховд,Ховд,7сар,сарлаг,1,1,1
2012,Хөвсгөл,Мөрөн,4сар,дорго,1,1,1
2012,Хөвсгөл,Мөрөн,5сар,дорго,1,1,1
2012,Өмнөговь,Булган,3сар,тэмээ,1,2,2
2012,Өмнөговь,Ханбогд,3сар,тэмээ,2,2,2
2012,Өмнөговь,Ханбогд,3сар,ямаа,1,2,2
2012,Өмнөговь,Ханбогд,3сар,үнэг,1,1,1
2012,Өмнөговь,Цогтцэций,3сар,Чоно,1,1,
2012,Өмнөговь,Ханхонгор,4сар,хонь,1,1,1
2012,Өмнөговь,Даланзадгад,12сар,үнэг,1,1,1
2012,Өмнөговь,Ханхонгор,12сар,Чоно,1,1,
2012,Өмнөговь,Цогтцэций,12сар,үхэр,1,1,1
2012,Өвөрхангай,Богд,4сар,ямаа,1,1,1
2012,Сэлэнгэ,Сант,11сар,Чоно,1,1,
2012,Сүхбаатар,Баруун-Урт,9сар,үхэр,1,1,1
2012,Төв,Заамар,3сар,үхэр,1,1,1
2012,Увс,Өндөрхангай,2сар,Чоно,1,1,1
2012,Увс,Улаангом,2сар,үхэр,1,1,1
2012,Увс,Зүүнхангай,3сар,хонь,1,14,
2012,Увс,Зүүнхангай,3сар,ямаа,,2,
2012,Увс,Зүүнхангай,3сар,Чоно,,1,1
2012,Увс,Наранбулаг,3сар,хонь,1,6,2
2012,Увс,Наранбулаг,3сар,ямаа,,6,1
2012,Увс,Наранбулаг,3сар,үнэг,,3,3
2012,Увс,Өндөрхангай,3сар,үхэр,1,3,3
2012,Увс,Сагил,8сар,үнэг,1,1,1
2012,Увс,Улаангом,8сар,нохой,1,1,
2012,Увс,Зүүнговь,9сар,үнэг,1,1,1
2012,Завхан,Завханмандал,2сар,үхэр,1,1,
2012,Завхан,Цагаанхайрхан,2сар,үнэг,1,1,
2012,Завхан,Цагаанхайрхан,4сар,үхэр,1,1,
2012,Завхан,Цагаанхайрхан,4сар,ямаа,1,2,
2012,Завхан,Цагаанхайрхан,4сар,Чоно,1,1,
2012,Завхан,Дөрвөлжин,9сар,үнэг,1,1,
2013,Говь-Алтай,Шарга,1сар,тэмээ,1,1,1
2013,Говь-Алтай,Шарга,1сар,нохой,1,1,1
2013,Говь-Алтай,Шарга,1сар,тэмээ,1,1,1
2013,Говь-Алтай,Шарга,1сар,ямаа,1,1,1
2013,Говь-Алтай,Жаргалант,1сар,үхэр,1,1,1
2013,Говь-Алтай,Халиун,1сар,үхэр,1,1,1
2013,Говь-Алтай,Халиун,1сар,үхэр,1,1,1
2013,Говь-Алтай,Цээл,1сар,чоно,1,1,1
2013,Говь-Алтай,Цээл,1сар,чоно,1,1,1
2013,Говь-Алтай,Баян-Уул,1сар,үхэр,1,1,1
2013,Говь-Алтай,Баян-Уул,1сар,тэмээ,1,1,1
2013,Говь-Алтай,Баян-Уул,1сар,ямаа,1,1,1
2013,Говь-Алтай,Дэлгэр,1сар,ямаа,1,1,1
2013,Говь-Алтай,Цогт,1сар,Чоно,1,1,1
2013,Говь-Алтай,Тайшир,1сар,нохой,1,1,1
2013,Хэнтий,Галшар,1сар,үнэг,1,1,1
2013,Хэнтий,Галшар,1сар,үхэр,1,1,1
2013,Хэнтий,Батноров,1сар,үнэг,1,1,1
2013,Хэнтий,Батноров,1сар,нохой,1,1,1
2013,Хэнтий,Бор-Өндөр,1сар,нохой,1,1,1
2013,Хэнтий,Бор-Өндөр,1сар,үхэр,1,1,1
2013,Сүхбаатар,Халзан,1сар,үхэр,1,3,
2013,Сүхбаатар,Баруун-Урт,1сар,нохой,1,1,
2013,Завхан,Алдархаан,1сар,тэмээ,1,1,
2013,Завхан,Алдархаан,1сар,үхэр,3,4,
2013,Завхан,Завханмандал,1сар,ямаа,1,1,
2013,Завхан,Отгон,1сар,үхэр,1,1,
2013,Завхан,Цагаанхайрхан,1сар,үнэг,1,1,
2013,Завхан,Улиастай,1сар,үнэг,1,1,
2013,Баянхонгор,Баянцагаан,2сар,тэмээ,1,4,1
2013,Баянхонгор,Жинст,2сар,үхэр,1,1,1
2013,Баянхонгор,Эрдэнэцогт,2сар,Чоно,1,1,
2013,Дорноговь,Хөвсгөл,2сар,тэмээ,1,1,1
2013,Говь-Алтай,Алтай,2сар,нохой,1,1,
2013,Говь-Алтай,Алтай,2сар,үнэг,1,1,
2013,Говь-Алтай,Баян-Уул,2сар,үхэр,1,1,1
2013,Говь-Алтай,Баян-Уул,2сар,ямаа,1,1,
2013,Говь-Алтай,Баян-Уул,2сар,үнэг,1,2,
2013,Говь-Алтай,Дарви,2сар,нохой,1,1,
2013,Говь-Алтай,Халиун,2сар,үхэр,1,1,1
2013,Говь-Алтай,Цээл,2сар,Чоно,2,2,
2013,Хэнтий,Батноров,2сар,үнэг,1,1,1
2013,Хэнтий,Галшар,2сар,үнэг,1,1,1
2013,Ховд,Буянт,2сар,үхэр,1,2,2
2013,Ховд,Дарви,2сар,тэмээ,4,4,4
2013,Ховд,Зэрэг,2сар,тэмээ,1,1,1
2013,Ховд,Зэрэг,2сар,үхэр,2,4,4
2013,Ховд,Ховд,2сар,үхэр,1,1,1
2013,Хөвсгөл,Мөрөн,2сар,нохой,1,1,1
2013,Хөвсгөл,Мөрөн,2сар,Чоно,1,1,1
2013,Өмнөговь,Ханхонгор,2сар,үнэг,1,1,
2013,Сүхбаатар,Баяндэлгэр,2сар,үхэр,1,2,2
2013,Сүхбаатар,Түвшинширээ,2сар,үхэр,1,3,2
2013,Сүхбаатар,Баруун-Урт,2сар,үхэр,1,1,1
2013,Увс,Зүүнговь,2сар,нохой,1,1,1
2013,Увс,Наранбулаг,2сар,Чоно,1,1,
2013,Увс,Өмнөговь,2сар,Чоно,1,1,
2013,Увс,Өндөрхангай,2сар,үхэр,1,3,3
2013,Баян-Өлгий,Буянт,3сар,үхэр,1,1,1
2013,Баян-Өлгий,Ногооннуур,3сар,ямаа,1,12,12
2013,Баянхонгор,Баянцагаан,3сар,тэмээ,1,4,1
2013,Баянхонгор,Жинст,3сар,үхэр,1,1,1
2013,Баянхонгор,Эрдэнэцогт,3сар,Чоно,1,1,
2013,Булган,Дашинчилэн,3сар,үхэр,1,9,9
2013,Дорнод,Булган,3сар,үхэр,1,1,1
2013,Дундговь,Өлзийт,3сар,үхэр,2,2,1
2013,Говь-Алтай,Баян-Уул,3сар,тэмээ,2,2,2
2013,Говь-Алтай,Баян-Уул,3сар,үхэр,1,1,1
2013,Говь-Алтай,Баян-Уул,3сар,хонь,1,1,1
2013,Говь-Алтай,Баян-Уул,3сар,ямаа,1,1,1
2013,Говь-Алтай,Баян-Уул,3сар,нохой,1,1,1
2013,Говь-Алтай,Баян-Уул,3сар,Чоно,1,1,1
2013,Говь-Алтай,Дарви,3сар,Чоно,1,1,
2013,Говь-Алтай,Жаргалант,3сар,үхэр,1,1,1
2013,Говь-Алтай,Цогт,3сар,нохой,1,1,
2013,Говь-Алтай,Цээл,3сар,Чоно,1,1,
2013,Говь-Алтай,Шарга,3сар,тэмээ,1,1,
2013,Говь-Алтай,Бигэр,3сар,үнэг,1,1,1
2013,Хэнтий,Батноров,3сар,үхэр,1,1,
2013,Хэнтий,Өмнөдэлгэр,3сар,үхэр,1,1,
2013,Ховд,Дарви,3сар,тэмээ,1,1,1
2013,Ховд,Дарви,3сар,үнэг,1,1,1
2013,Ховд,Зэрэг,3сар,үхэр,1,1,1
2013,Ховд,Манхан,3сар,тэмээ,2,2,2
2013,Ховд,Дөргөн,3сар,ямаа,1,1,1
2013,Ховд,Ховд,3сар,үхэр,1,1,1
2013,Хөвсгөл,Галт,3сар,үхэр,1,1,1
2013,Хөвсгөл,Түнэл,3сар,ямаа,1,1,1
2013,Өмнөговь,Ханбогд,3сар,Чоно,1,1,1
2013,Өмнөговь,Ханхонгор,3сар,үнэг,1,2,2
2013,Өвөрхангай,Төгрөг,3сар,тэмээ,1,1,1
2013,Өвөрхангай,Төгрөг,3сар,үнэг,1,1,1
2013,Өвөрхангай,Баруунбаян-Улаан,3сар,тэмээ,1,2,2
2013,Өвөрхангай,Хужирт,3сар,үхэр,1,1,1
2013,Өвөрхангай,Хужирт,3сар,үнэг,1,1,1
2013,Сүхбаатар,Асгат,3сар,үхэр,1,1,1
2013,Сүхбаатар,Асгат,3сар,үнэг,1,1,1
2013,Сүхбаатар,Баяндэлгэр,3сар,үхэр,1,13,13
2013,Сүхбаатар,Баяндэлгэр,3сар,ямаа,,2,2
2013,Сүхбаатар,Дарьганга,3сар,үхэр,1,3,
2013,Сүхбаатар,Наран ,3сар,үхэр,1,1,
2013,Сүхбаатар,Түвшинширээ,3сар,үхэр,1,7,7
2013,Сүхбаатар,Уулбаян,3сар,үхэр,5,6,6
2013,Сүхбаатар,Халзан,3сар,үхэр,2,6,
2013,Сүхбаатар,Баруун-Урт,3сар,адуу,,4,
2013,Сүхбаатар,Баруун-Урт,3сар,үхэр,2,2,2
2013,Сүхбаатар,Баруун-Урт,3сар,хонь,,8,
2013,Сүхбаатар,Баруун-Урт,3сар,хонь,1,1,1
2013,Сүхбаатар,Баруун-Урт,3сар,ямаа,,13,
2013,Сүхбаатар,Баруун-Урт,3сар,нохой,2,2,1
2013,Сүхбаатар,Баруун-Урт,3сар,Чоно,1,1,
2013,Төв,Бүрэн ,3сар,ямаа,1,1,
2013,Төв,Бүрэн ,3сар,үнэг,1,1,
2013,Завхан,Идэр,3сар,нохой,1,1,
2013,Завхан,Сонгино ,3сар,нохой,1,1,
2013,Завхан,Ургамал,3сар,тэмээ,1,2,
2013,Завхан,Цагаанхайрхан,3сар,үнэг,1,1,
2013,Завхан,Улиастай,3сар,нохой,1,1,
2013,Баянхонгор,Баянговь,4сар,үнэг,1,2,2
2013,Баянхонгор,Баянцагаан,4сар,нохой,1,1,
2013,Баянхонгор,Бөмбөгөр,4сар,ямаа,1,2,2
2013,Баянхонгор,Бөмбөгөр,4сар,үнэг,2,8,8
2013,Булган,Гурванбулаг,4сар,нохой,1,1,
2013,Булган,Дашинчилэн,4сар,үнэг,1,1,1
2013,Дундговь,Луус,4сар,үхэр,1,1,1
2013,Говь-Алтай,Баян-Уул,4сар,үхэр,1,1,
2013,Говь-Алтай,Баян-Уул,4сар,ямаа,1,1,
2013,Говь-Алтай,Баян-Уул,4сар,нохой,1,1,
2013,Говь-Алтай,Тайшир,4сар,тэмээ,2,2,
2013,Говь-Алтай,Төгрөг,4сар,нохой,1,1,
2013,Говь-Алтай,Төгрөг,4сар,тэмээ,1,1,
2013,Говь-Алтай,Цогт,4сар,үнэг,1,1,
2013,Говь-Алтай,Цээл,4сар,Чоно,1,1,1
2013,Говь-Алтай,Шарга,4сар,тэмээ,2,2,
2013,Говь-Алтай,Шарга,4сар,муур,1,1,
2013,Говь-Алтай,Эрдэнэ ,4сар,ямаа,1,1,
2013,Говь-Алтай,Эрдэнэ,4сар,нохой,1,1,
2013,Говь-Алтай,Есөнбулаг,4сар,үхэр,1,1,
2013,Говь-Алтай,Бигэр,4сар,үхэр,2,2,
2013,Говь-Алтай,Бигэр,4сар,нохой,1,1,
2013,Ховд,Дарви,4сар,тэмээ,1,1,1
2013,Ховд,Дарви,4сар,үхэр,1,1,1
2013,Ховд,Чандмань,4сар,үхэр,1,1,
2013,Ховд,Чандмань,4сар,ямаа,1,1,1
2013,Хөвсгөл,Галт,4сар,нохой,1,1,
2013,Хөвсгөл,Галт,4сар,Чоно,1,1,
2013,Хөвсгөл,Галт,4сар,үнэг,1,1,
2013,Хөвсгөл,Түнэл,4сар,үхэр,1,9,4
2013,Хөвсгөл,Түнэл,4сар,нохой,1,2,
2013,Хөвсгөл,Түнэл,4сар,үнэг,2,4,
2013,Өмнөговь,Ханбогд,4сар,тэмээ,1,1,1
2013,Өвөрхангай,Уянга,4сар,Чоно,1,1,1
2013,Сүхбаатар,Мөнххаан,4сар,үхэр,2,2,2
2013,Сүхбаатар,Сүхбаатар,4сар,үхэр,1,1,1
2013,Сүхбаатар,Уулбаян,4сар,үхэр,2,2,2
2013,Сүхбаатар,Уулбаян,4сар,ямаа,1,7,7
2013,Сүхбаатар,Халзан,4сар,адуу,1,1,1
2013,Сүхбаатар,Халзан,4сар,үхэр,1,1,1
2013,Сүхбаатар,Эрдэнэцагаан,4сар,адуу,1,1,1
2013,Сүхбаатар,Эрдэнэцагаан,4сар,үхэр,2,3,2
2013,Улаанбаатар,Хан-уул,4сар,ямаа,1,1,1
2013,Увс,Малчин,4сар,Чоно,1,1,
2013,Увс,Наранбулаг,4сар,үхэр,1,1,
2013,Увс,Өмнөговь,4сар,Чоно,1,1,
2013,Завхан,Отгон,4сар,тэмээ,1,1,
2013,Завхан,Тэс,4сар,ямаа,1,1,
2013,Завхан,Тэс,4сар,нохой,1,1,
2013,Завхан,Цагаанхайрхан,4сар,нохой,1,1,
2013,Завхан,Цагаанхайрхан,4сар,нохой,1,1,
2013,Завхан,Эрдэнэхайрхан,4сар,үхэр,1,1,
2013,Завхан,Эрдэнэхайрхан,4сар,үнэг,1,1,
2013,Завхан,Эрдэнэхайрхан,4сар,үнэг,1,1,
2013,Завхан,Улиастай,4сар,нохой,1,1,
2013,Хэнтий,Батноров,4сар,үхэр,3,3,
2013,Хэнтий,Галшар,4сар,адуу,1,1,1
2013,Хэнтий,Галшар,4сар,үнэг,1,1,1
2013,Хэнтий,Өмнөдэлгэр,4сар,үнэг,1,1,1
2013,Архангай,Хотонт,5сар,үхэр,1,1,1
2013,Баян-Өлгий,Баяннуур,5сар,нохой,1,2,
2013,Баян-Өлгий,Буянт,5сар,үхэр,2,2,
2013,Баянхонгор,Баянцагаан,5сар,ямаа,1,1,
2013,Булган,Бугат,5сар,Чоно,1,1,
2013,Дорноговь,Улаанбадрах,5сар,ямаа,1,2,
2013,Говь-Алтай,Дэлгэр,5сар,тэмээ,1,1,
