Он,Аймаг, Байршил,Сар,Амьтны төрөл,Гаралт,Өвчилсөн,Үхсэн
2013,Говь-Алтай,Тайшир,5сар,нохой,1,1,
2013,Говь-Алтай,Халиун,5сар,үхэр,1,1,
2013,Говь-Алтай,Халиун,5сар,нохой,1,1,
2013,Говь-Алтай,Цогт,5сар,нохой,1,1,
2013,Говь-Алтай,Цогт,5сар,Чоно,1,1,
2013,Говь-Алтай,Цээл,5сар,ямаа,1,1,
2013,Говь-Алтай,Шарга,5сар,адуу,1,1,1
2013,Говь-Алтай,Шарга,5сар,хонь,1,1,
2013,Говь-Алтай,Шарга,5сар,хонь,1,1,
2013,Говь-Алтай,Эрдэнэ,5сар,ямаа,2,2,1
2013,Хэнтий,Батноров,5сар,үхэр,1,1,
2013,Хэнтий,Батноров,5сар,нохой,1,1,
2013,Хэнтий,Биндэр,5сар,үхэр,1,1,1
2013,Хэнтий,Галшар,5сар,адуу,,1,1
2013,Хэнтий,Галшар,5сар,үнэг,1,1,1
2013,Хэнтий,Цэнхэрмандал,5сар,Чоно,1,1,
2013,Хэнтий,Өмнөдэлгэр,5сар,үхэр,1,1,
2013,Ховд,Эрдэнэбүрэн,5сар,ямаа,2,3,3
2013,Ховд,Дөргөн,5сар,үхэр,1,1,1
2013,Ховд,Дөргөн,5сар,ямаа,1,1,
2013,Ховд,Ховд,5сар,үхэр,1,1,1
2013,Ховд,Ховд,5сар,ямаа,1,2,2
2013,Хөвсгөл,Цагаан-Уул,5сар,үнэг,1,1,1
2013,Өмнөговь,Ханхонгор,5сар,Чоно,1,1,
2013,Өвөрхангай,Бүрд,5сар,Чоно,1,1,1
2013,Өвөрхангай,Нарийнтээл,5сар,Чоно,1,1,1
2013,Сүхбаатар,Халзан,5сар,үхэр,1,1,
2013,Сүхбаатар,Эрдэнэцагаан,5сар,үхэр,1,1,1
2013,Сүхбаатар,Эрдэнэцагаан,5сар,ямаа,1,1,1
2013,Сүхбаатар,Баруун-Урт,5сар,нохой,1,1,
2013,Увс,Өмнөговь,5сар,нохой,1,1,
2013,Увс,Хяргас,5сар,хонь,1,1,
2013,Завхан,Идэр,5сар,Чоно,1,1,
2013,Завхан,Отгон,5сар,Чоно,1,1,
2013,Завхан,Тэлмэн,5сар,Чоно,1,1,
2013,Завхан,Тэлмэн,5сар,мануул,1,1,
2013,Завхан,Дөрвөлжин,5сар,нохой,1,1,
2013,Баянхонгор,Баянбулаг,6сар,үнэг,2,8,8
2013,Дорноговь,Сайхандулаан,6сар,тэмээ,1,3,3
2013,Дорноговь,Сайхандулаан,6сар,тэмээ,,1,
2013,Ховд,Манхан,6сар,тэмээ,1,2,2
2013,Ховд,Манхан,6сар,үхэр,,1,1
2013,Архангай,Хашаат,6сар,үхэр,1,2,2
2013,Хэнтий,Өмнөдэлгэр,6сар,үхэр,1,1,1
2013,Говь-Алтай,Тайшир,6сар,үнэг,1,1,1
2013,Говь-Алтай,Эрдэнэ,6сар,ямаа,1,1,1
2013,Говь-Алтай,Жаргалант,6сар,үнэг,1,1,
2013,Говь-Алтай,Тонхил,6сар,нохой,1,1,1
2013,Говь-Алтай,Бигэр,6сар,тэмээ,1,1,1
2013,Говь-Алтай,Шарга,6сар,ямаа,1,1,1
2013,Говь-Алтай,Дэлгэр,6сар,ямаа,1,1,1
2013,Өмнөговь,Хүрмэн,6сар,үнэг,1,1,
2013,Сүхбаатар,Баруун-Урт,6сар,үхэр,1,1,1
2013,Өвөрхангай,Есөнзүйл,6сар,үхэр,1,1,1
2013,Өвөрхангай,Богд,6сар,ямаа,1,1,1
2013,Завхан,Баянтэс,6сар,үхэр,1,1,1
2013,Увс,Наранбулаг,6сар,үхэр,1,2,
2013,Увс,Өндөрхангай,6сар,үхэр,1,3,
2013,Увс,Цагаанхайрхан,6сар,хонь,1,3,3
2013,Хөвсгөл,Цагаан-Уул,6сар,хонь,1,10,2
2013,Говь-Алтай,Эрдэнэ,7сар,Чоно,1,1,1
2013,Хэнтий,Батноров,7сар,үхэр,1,1,1
2013,Хэнтий,Дэлгэрхаан,7сар,адуу,1,1,1
2013,Хэнтий,Мөрөн,7сар,үхэр,2,2,2
2013,Хэнтий,Хэрлэн,7сар,үхэр,1,1,1
2013,Хэнтий,Өмнөдэлгэр,7сар,үнэг,1,1,1
2013,Ховд,Эрдэнэбүрэн,7сар,үхэр,1,1,1
2013,Ховд,Эрдэнэбүрэн,7сар,нохой,1,1,1
2013,Хөвсгөл,Шинэ-Идэр,7сар,үнэг,1,1,1
2013,Сүхбаатар,Дарьганга,7сар,адуу,1,1,1
2013,Сүхбаатар,Онгон,7сар,үхэр,1,1,
2013,Говь-Алтай,Шарга,8сар,ямаа,1,1,1
2013,Хэнтий,Мөрөн,8сар,адуу,1,1,1
2013,Хэнтий,Мөрөн,8сар,үхэр,1,1,1
2013,Хөвсгөл,Мөрөн,8сар,үхэр,1,1,
2013,Баян-Өлгий,Алтай,9сар,үхэр,1,1,
2013,Баянхонгор,Бөмбөгөр,9сар,Чоно,1,1,
2013,Дорнод,Баяндун,9сар,Чоно,1,1,
2013,Хэнтий,Хэрлэн,9сар,үхэр,1,1,1
2013,Хэнтий,Цэнхэрмандал,9сар,Чоно,1,1,1
2013,Өмнөговь,Баяндалай,9сар,үнэг,1,1,1
2013,Өвөрхангай,Хайрхандулаан,9сар,үнэг,1,1,1
2013,Улаанбаатар,Сонгинохайрхан,9сар,нохой,1,1,
2013,Увс,Наранбулаг,9сар,үнэг,1,1,
2013,Архангай,Батцэнгэл,10сар,нохой,1,2,2
2013,Баянхонгор,Баянговь,10сар,үнэг,1,1,
2013,Баянхонгор,Баянцагаан,10сар,тэмээ,1,1,1
2013,Баянхонгор,Баацагаан,10сар,үнэг,1,1,
2013,Дундговь,Сайнцагаан,10сар,үхэр,1,1,
2013,Говь-Алтай,Тайшир,10сар,нохой,1,1,
2013,Хөвсгөл,Галт,10сар,үхэр,1,5,4
2013,Хөвсгөл,Цагаан-Уул,10сар,Чоно,2,2,2
2013,Өвөрхангай,Баруунбаян-Улаан,10сар,үхэр,1,1,1
2013,Өвөрхангай,Хайрхандулаан,10сар,үхэр,1,1,1
2013,Дундговь,Өлзийт,11сар,үхэр,1,2,2
2013,Говь-Алтай,Алтай,11сар,Чоно,1,1,1
2013,Говь-Алтай,Баян-Уул,11сар,үхэр,1,1,1
2013,Говь-Алтай,Баян-Уул,11сар,нохой,1,1,
2013,Говь-Алтай,Дарви,11сар,ямаа,1,1,1
2013,Говь-Алтай,Дарви,11сар,Чоно,1,1,
2013,Говь-Алтай,Дэлгэр,11сар,үнэг,1,1,
2013,Говь-Алтай,Халиун,11сар,үхэр,1,1,1
2013,Говь-Алтай,Цогт,11сар,Чоно,1,2,
2013,Говь-Алтай,Эрдэнэ,11сар,ямаа,1,1,1
2013,Хэнтий,Баянхутаг,11сар,үнэг,2,3,
2013,Ховд,Дуут,11сар,үхэр,1,1,1
2013,Ховд,Чандмань,11сар,үхэр,2,3,3
2013,Хөвсгөл,Бүрэнтогтох,11сар,Чоно,1,3,
2013,Хөвсгөл,Галт,11сар,адуу,1,1,1
2013,Хөвсгөл,Галт,11сар,үхэр,1,3,
2013,Хөвсгөл,Шинэ-Идэр,11сар,хонь,1,1,
2013,Өмнөговь,Баяндалай,11сар,үхэр,1,1,
2013,Өмнөговь,Баяндалай,11сар,Чоно,2,2,2
2013,Өмнөговь,Ханхонгор,11сар,үнэг,1,1,
2013,Өвөрхангай,Гучин-Ус,11сар,үхэр,1,2,2
2013,Өвөрхангай,Төгрөг,11сар,үхэр,1,1,1
2013,Сүхбаатар,Баруун-Урт,11сар,үнэг,1,1,1
2013,Хэнтий,Батноров,12сар,үхэр,1,1,
2013,Хэнтий,Мөрөн,12сар,үнэг,1,1,1
2013,Өмнөговь,Ханбогд,12сар,тэмээ,1,1,
2013,Өвөрхангай,Гучин-Ус,12сар,үхэр,1,1,1
2013,Өвөрхангай,Гучин-Ус,12сар,үнэг,1,1,1
2014,Архангай,Батцэнгэл,1сар,үхэр,2, ,2
2014,Архангай,Эрдэнэбулган,4сар,үхэр,1,1,1
2014,Архангай,Эрдэнэбулган,4сар,нохой,1,1,1
2014,Архангай,Хашаат,5сар,үхэр,1,1,1
2014,Архангай,Хашаат,6сар,үхэр,1,1,1
2014,Баян-Өлгий,Алтанцөгц,2сар,үхэр,1,2,
2014,Баян-Өлгий,Өлгий,6сар,үхэр,1,2,
2014,Баянхонгор,Баян-Өндөр,1сар,тэмээ,1,1,1
2014,Баянхонгор,Баян-Өндөр,1сар,мануул,1,1,1
2014,Баянхонгор,Баянцагаан,1сар,тэмээ,1,1,1
2014,Баянхонгор,Баянцагаан,1сар,Чоно,1,1,1
2014,Баянхонгор,Баянцагаан,1сар,үнэг,3,3,3
2014,Баянхонгор,Баян-Овоо,1сар,үхэр,2,5,5
2014,Баянхонгор,Бөмбөгөр,1сар,тэмээ,1,1,1
2014,Баянхонгор,Бууцагаан,1сар,тэмээ,1,1,1
2014,Баянхонгор,Өлзийт,1сар,үхэр,1,2,2
2014,Баянхонгор,Баянговь,2сар,тэмээ,2,2,2
2014,Баянхонгор,Өлзийт,2сар,үхэр,2,2,1
2014,Баянхонгор,Баацагаан,2сар,тэмээ,1,1,1
2014,Баянхонгор,Баацагаан,2сар,үхэр,1,1,1
2014,Баянхонгор,Баацагаан,2сар,ямаа,1,1,1
2014,Баянхонгор,Баянговь,3сар,нохой,1,1,
2014,Баянхонгор,Баянлэг,3сар,тэмээ,9,9,5
2014,Баянхонгор,Баянлэг,3сар,тэмээ,5,5,4
2014,Баянхонгор,Баянлэг,3сар,үхэр,1,1,
2014,Баянхонгор,Баянлэг,3сар,нохой,2,2,2
2014,Баянхонгор,Баянлэг,3сар,үнэг,3,3,3
2014,Баянхонгор,Баян-Өндөр,3сар,нохой,1,1,1
2014,Баянхонгор,Баян-Өндөр,3сар,мануул,1,1,1
2014,Баянхонгор,Баацагаан,3сар,тэмээ,1,1,1
2014,Баянхонгор,Баацагаан,3сар,үнэг,3,4,4
2014,Баянхонгор,Жинст,3сар,үхэр,1,1,1
2014,Баянхонгор,Баацагаан,3сар,тэмээ,1,1,1
2014,Баянхонгор,Баацагаан,3сар,үхэр,1,3,3
2014,Баянхонгор,Баянлэг,4сар,тэмээ,2,2,
2014,Баянхонгор,Баянлэг,4сар,нохой,1,1,
2014,Баянхонгор,Баян-Овоо,4сар,үхэр,1,1,
2014,Баянхонгор,Бөмбөгөр,4сар,нохой,1,2,
2014,Баянхонгор,Бөмбөгөр,4сар,үнэг,1,1,
2014,Баянхонгор,Жаргалант,4сар,нохой,1,1,
2014,Баянхонгор,Баянлэг,5сар,тэмээ,1,1,
2014,Баянхонгор,Баянлэг,5сар,нохой,2,4,
2014,Баянхонгор,Баянлэг,5сар,үнэг,1,1,1
2014,Баянхонгор,Өлзийт,5сар,үхэр,1,1,
2014,Баянхонгор,Шинэжинст,5сар,тэмээ,1,1,
2014,Баянхонгор,Эрдэнэцогт,5сар,нохой,1,1,
2014,Баянхонгор,Бууцагаан,6сар,үхэр,1,1,1
2014,Булган,Гурванбулаг,2сар,үхэр,1,1,
2014,Булган,Булган,2сар,ямаа,1,1,
2014,Булган,Гурванбулаг,3сар,үхэр,2,7,
2014,Булган,Дашинчилэн,3сар,үхэр,1,2,
2014,Булган,Дашинчилэн,3сар,үнэг,1,1,1
2014,Булган,Сэлэнгэ,3сар,үхэр,1,1,
2014,Булган,Баяннуур,3сар,үхэр,1,2,2
2014,Булган,Булган,3сар,ямаа,1,1,1
2014,Булган,Гурванбулаг,4сар,үхэр,1,2,1
2014,Булган,Гурванбулаг,4сар,нохой,1,1,1
2014,Булган,Дашинчилэн,4сар,ямаа,1,4,4
2014,Булган,Дашинчилэн,4сар,нохой,1,3,
2014,Булган,Дашинчилэн,4сар,хонь,,6,6
2014,Булган,Дашинчилэн,4сар,ямаа,,2,
2014,Булган,Гурванбулаг,5сар,үхэр,1,1,1
2014,Булган,Гурванбулаг,5сар,үхэр,1,1,1
2014,Булган,Гурванбулаг,6сар,үхэр,2,2,2
2014,Дорнод,Баяндун,3сар,үхэр,2,3,
2014,Дорнод,Баяндун,3сар,үнэг,1,1,1
2014,Дорнод,Дашбалбар,3сар,үхэр,2,2,
2014,Дорнод,Дашбалбар,3сар,үнэг,1,1,
2014,Дорнод,Дашбалбар,3сар,үнэг,3,30,4
2014,Дорнод,Баян-Уул,4сар,үхэр,1,5,
2014,Дорнод,Баян-Уул,6сар,үхэр,1,2,2
2014,Дорноговь,Сайншанд,1сар,үнэг,1,1,
2014,Дорноговь,Алтанширээ,2сар,нохой,1,1,
2014,Дорноговь,Дэлгэрэх,2сар,үнэг,1,1,
2014,Дорноговь,Мандах,2сар,үхэр,1,2,2
2014,Дорноговь,Мандах,2сар,ямаа,1,1,1
2014,Дорноговь,Өргөн,2сар,үхэр,1,7,7
2014,Дорноговь,Сайхандулаан,2сар,тэмээ,1,1,1
2014,Дорноговь,Сайншанд,2сар,үхэр,1,9,9
2014,Дорноговь,Сайншанд,2сар,үнэг,1,1,1
2014,Дорноговь,Даланжаргалан,3сар,үхэр,2,2,2
2014,Дорноговь,Даланжаргалан,3сар,үнэг,1,1,
2014,Дорноговь,Иххэт,3сар,хонь,1,1,1
2014,Дорноговь,Мандах,3сар,үхэр,1,1,1
2014,Дорноговь,Мандах,3сар,Чоно,1,1,1
2014,Дорноговь,Улаанбадрах,3сар,үхэр,1,1,1
2014,Дорноговь,Сайншанд,3сар,тэмээ,1,1,1
2014,Дорноговь,Алтанширээ,4сар,үхэр,1,1,1
2014,Дорноговь,Улаанбадрах,4сар,нохой,1,1,
2014,Дорноговь,Эрдэнэ,4сар,хонь,1,13,10
2014,Дорноговь,Эрдэнэ,4сар,ямаа,,7,3
2014,Дорноговь,Алтанширээ,5сар,үхэр,1,3,
2014,Дорноговь,Сайхандулаан,5сар,хонь,1,1,1
2014,Дорноговь,Сайншанд,5сар,тэмээ,1,1,1
2014,Дундговь,Эрдэнэдалай,1сар,үхэр,1,1,1
2014,Дундговь,Дэлгэрхангай,1сар,үхэр,2,5,3
2014,Дундговь,Адаацаг,3сар,үхэр,1,1,1
2014,Дундговь,Баянжаргалан,3сар,үнэг,1,1,
2014,Дундговь,Гурвансайхан,3сар,ямаа,1,3,3
2014,Дундговь,Эрдэнэдалай,3сар,тэмээ,1,1,1
2014,Дундговь,Дэрэн,3сар,үхэр,1,1,1
2014,Дундговь,Өлзийт,3сар,тэмээ,3,4,4
2014,Дундговь,Сайнцагаан,3сар,муур,1,1,1
2014,Дундговь,Сайнцагаан,3сар,үхэр,1,1,1
2014,Дундговь,Сайхан-Овоо,3сар,үнэг,9,9,9
2014,Дундговь,Хулд,3сар,үхэр,1,2,
2014,Дундговь,Баянжаргалан,4сар,хонь,1,2,
2014,Дундговь,Дэлгэрхангай,4сар,хонь,1,1,1
2014,Дундговь,Дэлгэрхангай,4сар,ямаа,3,4,4
2014,Дундговь,Сайнцагаан,4сар,үхэр,1,1,
2014,Дундговь,Сайхан-Овоо,4сар,үхэр,1,1,
2014,Дундговь,Сайхан-Овоо,4сар,нохой,1,1,
2014,Дундговь,Сайхан-Овоо,4сар,үнэг,5,5,
2014,Дундговь,Баянжаргалан,5сар,хонь,3,10,
2014,Дундговь,Баянжаргалан,5сар,нохой,1,2,
2014,Дундговь,Өлзийт,5сар,хонь,1,2,
2014,Дундговь,Сайнцагаан,5сар,хонь,1,1,
2014,Дундговь,Баянжаргалан,6сар,хонь,3,10,10
2014,Дундговь,Баянжаргалан,6сар,нохой,1,2,2
2014,Дундговь,Баянжаргалан,6сар,үнэг,1,1,1
2014,Дундговь,Өлзийт,6сар,хонь,1,1,1
2014,Дундговь,Сайнцагаан,6сар,үхэр,1,1,1
2014,Дундговь,Сайнцагаан,6сар,хонь,1,1,1
2014,Говь-Алтай,Баян-Уул,1сар,үхэр,1,1,1
2014,Говь-Алтай,Баян-Уул,1сар,ямаа,1,1,
2014,Говь-Алтай,Дэлгэр,1сар,үхэр,1,1,
2014,Говь-Алтай,Бигэр,1сар,үхэр,3,3,3
2014,Говь-Алтай,Бигэр,1сар,нохой,1,1,
2014,Говь-Алтай,Дэлгэр,2сар,тэмээ,1,1,1
2014,Говь-Алтай,Дэлгэр,2сар,ямаа,1,1,
2014,Говь-Алтай,Халиун,2сар,Чоно,1,1,
2014,Говь-Алтай,Цээл,2сар,Чоно,1,1,
2014,Говь-Алтай,Алтай,3сар,нохой,1,1,
2014,Говь-Алтай,Жаргалант,3сар,үхэр,2,2,1
2014,Говь-Алтай,Цээл,3сар,үхэр,1,1,
2014,Говь-Алтай,Цээл,3сар,үхэр,1,1,
2014,Говь-Алтай,Цээл,3сар,нохой,2,2,1
2014,Говь-Алтай,Баян-Уул,4сар,тэмээ,1,1,
2014,Говь-Алтай,Дэлгэр,4сар,тэмээ,1,1,1
2014,Говь-Алтай,Дэлгэр,4сар,үхэр,5,5,1
2014,Говь-Алтай,Төгрөг,4сар,нохой,1,1,1
2014,Говь-Алтай,Төгрөг,4сар,үнэг,1,1,
2014,Говь-Алтай,Шарга,4сар,үнэг,1,1,1
2014,Говь-Алтай,Эрдэнэ,4сар,тэмээ,1,1,1
2014,Говь-Алтай,Дэлгэр,5сар,үхэр,2,2,1
2014,Говь-Алтай,Бигэр,5сар,Чоно,1,1,
2014,Говь-Алтай,Дэлгэр,6сар,үхэр,1,1,1
2014,Говьсүмбэр,Сүмбэр,6сар,тэмээ,1,1,1
2014,Говьсүмбэр,Сүмбэр,6сар,үхэр,1,1,1
2014,Говьсүмбэр,Сүмбэр,6сар,ямаа,1,1,1
2014,Говьсүмбэр,Шивээговь,6сар,ямаа,1,1,1
2014,Хэнтий,Батноров,1сар,үхэр,2,2,1
2014,Хэнтий,Мөрөн,1сар,үхэр,1,6,2
2014,Хэнтий,Мөрөн,1сар,нохой,1,1,1
2014,Хэнтий,Мөрөн,1сар,үнэг,1,1,
2014,Хэнтий,Өмнөдэлгэр,1сар,үнэг,1,1,
2014,Хэнтий,Баян-Адарга,2сар,үхэр,1,1,1
2014,Хэнтий,Баянхутаг,2сар,үхэр,1,1,1
2014,Хэнтий,Жаргалтхаан,2сар,нохой,1,1,
2014,Хэнтий,Мөрөн,2сар,тэмээ,1,1,
2014,Хэнтий,Мөрөн,2сар,үхэр,1,1,1
2014,Хэнтий,Мөрөн,2сар,үнэг,1,1,1
2014,Хэнтий,Норовлин,2сар,нохой,1,1,
2014,Хэнтий,Дархан,2сар,нохой,1,1,
2014,Хэнтий,Дадал,3сар,үхэр,1,1,
2014,Хэнтий,Дэлгэрхаан,3сар,үхэр,1,1,1
2014,Хэнтий,Дэлгэрхаан,3сар,үнэг,1,1,1
2014,Хэнтий,Мөрөн,3сар,үхэр,1,1,1
2014,Хэнтий,Норовлин,3сар,үнэг,1,1,1
2014,Хэнтий,Норовлин,3сар,үнэг,1,1,1
2014,Хэнтий,Хэрлэн,3сар,үхэр,1,1,1
2014,Хэнтий,Өмнөдэлгэр,3сар,үнэг,1,1,1
2014,Хэнтий,Батноров,4сар,үхэр,1,1,1
2014,Хэнтий,Дадал,4сар,нохой,1,1,1
2014,Хэнтий,Дэлгэрхаан,4сар,үнэг,1,1,1
2014,Хэнтий,Мөрөн,4сар,үхэр,2,2,2
2014,Хэнтий,Норовлин,4сар,адуу,,1,
2014,Хэнтий,Норовлин,4сар,үхэр,1,1,
2014,Хэнтий,Норовлин,4сар,үнэг,1,1,1
2014,Хэнтий,Өмнөдэлгэр,4сар,үнэг,1,2,2
2014,Хэнтий,Батноров,5сар,үхэр,1,1,1
2014,Хэнтий,Хэрлэн,5сар,үхэр,1,1,1
2014,Хэнтий,Цэнхэрмандал,5сар,нохой,1,1,1
2014,Ховд,Чандмань,2сар,үхэр,1,1,1
2014,Ховд,Буянт,3сар,үхэр,2,2,1
2014,Ховд,Ховд,3сар,үхэр,1,1,
2014,Ховд,Жаргалант,3сар,үхэр,1,1,
2014,Ховд,Мянгад,4сар,үхэр,2,2,1
2014,Хөвсгөл,Рашаант,2сар,үхэр,1,2,2
2014,Хөвсгөл,Рашаант,2сар,Чоно,1,1,
2014,Хөвсгөл,Цагаан-Уул,4сар,үхэр,1,1,
2014,Хөвсгөл,Цагаан-Уул,4сар,үнэг,2,2,2
2014,Хөвсгөл,Баянзүрх,5сар,хонь,1,23,5
2014,Хөвсгөл,Баянзүрх,5сар,ямаа,1,54,5
2014,Хөвсгөл,Баянзүрх,5сар,нохой,,2,
2014,Хөвсгөл,Баянзүрх,5сар,Чоно,,1,
2014,Хөвсгөл,Шинэ-Идэр,5сар,үнэг,1,1,
2014,Хөвсгөл,Цагаан-Уул,5сар,тэмээ,1,2,
2014,Хөвсгөл,Цагаан-Уул,5сар,үнэг,1,1,
2014,Хөвсгөл,Арбулаг,6сар,үнэг,1,1,
2014,Хөвсгөл,Баянзүрх,6сар,хонь,1,6,4
2014,Хөвсгөл,Баянзүрх,6сар,ямаа,,1,1
2014,Хөвсгөл,Баянзүрх,6сар,нохой,,2,
2014,Хөвсгөл,Баянзүрх,6сар,Чоно,1,1,
2014,Хөвсгөл,Мөрөн,6сар,хонь,1,14,
2014,Өмнөговь,Баяндалай,1сар,ямаа,1,1,1
2014,Өмнөговь,Баяндалай,1сар,Чоно,1,1,1
2014,Өмнөговь,Булган,1сар,үхэр,1,1,1
2014,Өмнөговь,Номгон,2сар,Чоно,1,1,
2014,Өмнөговь,Баян-Овоо,2сар,тэмээ,1,1,1
2014,Өмнөговь,Баяндалай,2сар,Чоно,1,1,
2014,Өмнөговь,Булган,2сар,үхэр,1,1,
2014,Өмнөговь,Номгон,2сар,тэмээ,1,1,
2014,Өмнөговь,Номгон,2сар,ямаа,1,1,
2014,Өмнөговь,Номгон,2сар,үнэг,4,4,4
2014,Өмнөговь,Сэврэй,2сар,тэмээ,1,1,
2014,Өмнөговь,Сэврэй,2сар,үхэр,1,1,
2014,Өмнөговь,Цогт-Овоо,2сар,үнэг,1,1,
2014,Өмнөговь,Баяндалай,3сар,үхэр,1,1,1
2014,Өмнөговь,Баяндалай,3сар,хонь,1,1,1
2014,Өмнөговь,Баян-Овоо,3сар,тэмээ,2,2,2
2014,Өмнөговь,Баян-Овоо,3сар,үнэг,1,1,1
2014,Өмнөговь,Даланзадгад,3сар,тэмээ,1,1,1
2014,Өмнөговь,Номгон,3сар,үнэг,1,1,1
2014,Өмнөговь,Ханбогд,3сар,үнэг,1,1,1
2014,Өмнөговь,Ханхонгор,3сар,тэмээ,1,1,1
2014,Өмнөговь,Цогт-Овоо,3сар,тэмээ,1,1,1
2014,Өмнөговь,Цогтцэций,3сар,үхэр,1,1,1
2014,Өмнөговь,Цогтцэций,3сар,үнэг,1,1,1
2014,Өмнөговь,Мандал-Овоо,4сар,адуу,1,1,1
2014,Өмнөговь,Номгон,4сар,үнэг,1,1,1
2014,Өмнөговь,Ханбогд,4сар,тэмээ,1,1,1
2014,Өмнөговь,Ханбогд,4сар,үхэр,1,1,1
2014,Өмнөговь,Баян-Овоо,5сар,тэмээ,1,1,1
2014,Өмнөговь,Сэврэй,5сар,ямаа,1,1,
2014,Өмнөговь,Номгон,6сар,адуу,1,1,1
2014,Өмнөговь,Ханбогд,6сар,үхэр,1,1,1
2014,Өвөрхангай,Баруунбаян-Улаан,1сар,үхэр,1,1,1
2014,Өвөрхангай,Баруунбаян-Улаан,1сар,үнэг,1,2,2
2014,Өвөрхангай,Богд,1сар,тэмээ,1,1,1
2014,Өвөрхангай,Төгрөг,1сар,ямаа,1,3,3
2014,Өвөрхангай,Төгрөг,1сар ,үнэг,1,1,1
2014,Өвөрхангай,Баруунбаян-Улаан,2сар,адуу,1,1,1
2014,Өвөрхангай,Баруунбаян-Улаан,2сар,ямаа,1,1,1
2014,Өвөрхангай,Богд,2сар,тэмээ,1,1,1
2014,Өвөрхангай,Богд,2сар,үхэр,1,1,1
2014,Өвөрхангай,Гучин-Ус,2сар,тэмээ,1,1,1
2014,Өвөрхангай,Төгрөг,2сар,тэмээ,1,1,1
2014,Өвөрхангай,Төгрөг,2сар,үнэг,2,2,2
2014,Өвөрхангай,Уянга,2сар,Чоно,1,1,1
2014,Өвөрхангай,Арвайхээр,2сар,үхэр,1,1,1
2014,Өвөрхангай,Баруунбаян-Улаан,3сар,үхэр,1,1,1
2014,Өвөрхангай,Баруунбаян-Улаан,3сар,нохой,2,2,2
2014,Өвөрхангай,Баруунбаян-Улаан,3сар,нохой,1,1,1
2014,Өвөрхангай,Баянгол,3сар,тэмээ,1,1,1
2014,Өвөрхангай,Баянгол,3сар,үхэр,1,1,1
2014,Өвөрхангай,Баянгол,3сар,ямаа,1,1,1
2014,Өвөрхангай,Гучин-Ус,3сар,тэмээ,1,1,1
2014,Өвөрхангай,Гучин-Ус,3сар,үхэр,3,3,3
2014,Өвөрхангай,Зүүнбаян-Улаан,3сар,үнэг,1,1,1
2014,Өвөрхангай,Төгрөг,3сар,тэмээ,1,1,1
2014,Өвөрхангай,Төгрөг,3сар,үнэг,3,3,3
2014,Өвөрхангай,Уянга,3сар,ямаа,1,1,1
2014,Өвөрхангай,Уянга,3сар,Чоно,1,1,1
2014,Өвөрхангай,Хайрхандулаан,3сар,үхэр,1,1,1
2014,Өвөрхангай,Хайрхандулаан,3сар,үнэг,1,1,1
2014,Өвөрхангай,Есөнзүйл,3сар,үхэр,1,1,1
2014,Өвөрхангай,Есөнзүйл,3сар,үнэг,1,1,1
2014,Өвөрхангай,Баянгол,4сар,үхэр,1,1,1
2014,Өвөрхангай,Бүрд,4сар,үхэр,1,1,1
2014,Өвөрхангай,Гучин-Ус,4сар,тэмээ,1,1,1
2014,Өвөрхангай,Гучин-Ус,4сар,ямаа,1,1,1
2014,Өвөрхангай,Төгрөг,4сар,тэмээ,2,2,2
2014,Өвөрхангай,Төгрөг,4сар,үхэр,2,2,2
2014,Өвөрхангай,Төгрөг,4сар,ямаа,1,1,1
2014,Өвөрхангай,Төгрөг,4сар,үнэг,1,1,1
2014,Өвөрхангай,Уянга,4сар,нохой,2,2,2
2014,Өвөрхангай,Гучин-Ус,5сар,тэмээ,1,1,1
2014,Өвөрхангай,Төгрөг,5сар,нохой,1,1,1
2014,Өвөрхангай,Уянга,5сар,нохой,1,1,1
2014,Өвөрхангай,Хайрхандулаан,5сар,адуу,1,1,1
2014,Өвөрхангай,Хужирт,5сар,үнэг,1,1,1
2014,Өвөрхангай,Гучин-Ус,6сар,үхэр,1,1,1
2014,Өвөрхангай,Тарагт,6сар,нохой,1,1,1
2014,Өвөрхангай,Төгрөг,6сар,ямаа,1,2,2
2014,Өвөрхангай,Хайрхандулаан,6сар,адуу,1,1,1
2014,Сүхбаатар,Мөнххаан,2сар,үхэр,1,1,1
2014,Сүхбаатар,Уулбаян,2сар,үхэр,2,2,2
2014,Сүхбаатар,Эрдэнэцагаан,2сар,адуу,1,1,1
2014,Сүхбаатар,Мөнххаан,3сар,үхэр,1,1,1
2014,Сүхбаатар,Онгон,3сар,үхэр,2,2,
2014,Сүхбаатар,Эрдэнэцагаан,5сар,үхэр,2,2,1
2014,Сүхбаатар,Баяндэлгэр,6сар,үнэг,1,2,1
2014,Сүхбаатар,Баяндэлгэр,6сар,нохой,1,1,1
2014,Сүхбаатар,Дарьганга,6сар,адуу,1,2,
2014,Сүхбаатар,Дарьганга,6сар,үхэр,1,18,
2014,Сүхбаатар,Наран,6сар,үхэр,1,7,7
2014,Төв,Баян,3сар,үхэр,1,1,
2014,Төв,Баяндэлгэр,3сар,нохой,1,1,
2014,Төв,Эрдэнэ,3сар,үхэр,1,1,
2014,Улаанбаатар,Баянзүрх,6сар,Чоно,1,1,
2014,Увс,Хяргас,3сар,хонь,1,1,
